State,County,"Violent
crime","Murder and
nonnegligent
manslaughter","Rape
(revised
definition)1","Rape
(legacy
definition)2",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson3
FLORIDA - Nonmetropolitan Counties,Okeechobee,132,5,18,,10,99,953,204,680,69,0
FLORIDA - Nonmetropolitan Counties,Putnam,265,4,33,,28,200,1201,396,743,62,11
FLORIDA - Nonmetropolitan Counties,Suwannee,155,3,11,,8,133,404,123,243,38,0
FLORIDA - Nonmetropolitan Counties,Taylor,182,2,9,,1,170,267,116,135,16,2
FLORIDA - Nonmetropolitan Counties,Union,37,2,0,,2,33,60,25,34,1,1
FLORIDA - Nonmetropolitan Counties,Washington,30,0,3,,3,24,167,60,92,15,1
GEORGIA - Metropolitan Counties,Augusta-Richmond,845,18,,66,323,438,8643,1637,6560,446,
GEORGIA - Metropolitan Counties,Bartow,338,0,,27,33,278,2181,508,1451,222,0
GEORGIA - Metropolitan Counties,Bibb,756,15,,53,261,427,7934,1939,5395,600,67
GEORGIA - Metropolitan Counties,Brantley,40,0,,7,5,28,478,119,344,15,0
GEORGIA - Metropolitan Counties,Brooks,35,0,,0,4,31,179,50,118,11,1
GEORGIA - Metropolitan Counties,Bryan,93,2,,5,1,85,269,74,188,7,2
GEORGIA - Metropolitan Counties,Burke,55,3,,0,0,52,447,103,325,19,0
GEORGIA - Metropolitan Counties,Butts,90,1,,2,7,80,368,71,276,21,0
GEORGIA - Metropolitan Counties,Carroll,165,1,,19,21,124,1398,484,786,128,16
GEORGIA - Metropolitan Counties,Catoosa,74,2,,5,8,59,904,165,584,155,7
GEORGIA - Metropolitan Counties,Cherokee,123,4,,25,15,79,1568,286,1256,26,5
GEORGIA - Metropolitan Counties,Clarke,0,0,,0,0,0,0,0,0,0,0
GEORGIA - Metropolitan Counties,Clayton,6,0,,0,1,5,27,5,19,3,0
GEORGIA - Metropolitan Counties,Clayton County Police Department,1504,39,,162,603,700,8686,2348,5081,1257,16
GEORGIA - Metropolitan Counties,Cobb,79,0,,5,8,66,39,8,31,0,0
GEORGIA - Metropolitan Counties,Cobb County Police Department,1262,16,,88,461,697,11609,2184,8490,935,33
GEORGIA - Metropolitan Counties,Columbia,65,8,,9,17,31,1952,202,1680,70,4
GEORGIA - Metropolitan Counties,Coweta,116,0,,16,25,75,1372,336,940,96,6
GEORGIA - Metropolitan Counties,Crawford,23,0,,2,2,19,252,62,167,23,0
GEORGIA - Metropolitan Counties,Dawson,24,0,,6,2,16,442,73,331,38,1
GEORGIA - Metropolitan Counties,DeKalb,0,0,,0,0,0,0,0,0,0,0
GEORGIA - Metropolitan Counties,DeKalb County Police Department,3452,76,,138,1595,1643,23887,6024,14072,3791,141
GEORGIA - Metropolitan Counties,Dougherty,1,0,,0,0,1,171,0,171,0,0
GEORGIA - Metropolitan Counties,Dougherty County Police Department,44,0,,3,8,33,308,107,183,18,0
GEORGIA - Metropolitan Counties,Douglas,235,7,,13,60,155,2636,488,2015,133,6
GEORGIA - Metropolitan Counties,Echols,3,0,,1,0,2,27,12,14,1,0
GEORGIA - Metropolitan Counties,Effingham,41,0,,6,7,28,435,192,199,44,0
GEORGIA - Metropolitan Counties,Fayette,33,1,,4,11,17,405,104,276,25,0
GEORGIA - Metropolitan Counties,Floyd,16,0,,1,4,11,81,21,56,4,0
GEORGIA - Metropolitan Counties,Floyd County Police Department,84,1,,17,11,55,1216,351,754,111,10
GEORGIA - Metropolitan Counties,Fulton,11,0,,2,1,8,11,0,11,0,0
GEORGIA - Metropolitan Counties,Fulton County Police Department,1067,18,,52,333,664,6005,1146,3863,996,4
GEORGIA - Metropolitan Counties,Glynn,0,0,,0,0,0,0,0,0,0,0
GEORGIA - Metropolitan Counties,Glynn County Police Department,201,2,,10,36,153,1852,422,1316,114,5
GEORGIA - Metropolitan Counties,Gwinnett County Police Department,1738,24,,152,745,817,14726,3182,10384,1160,53
GEORGIA - Metropolitan Counties,Hall,215,3,,22,27,163,1999,413,1368,218,24
GEORGIA - Metropolitan Counties,Haralson,125,1,,1,3,120,456,146,271,39,1
GEORGIA - Metropolitan Counties,Harris,41,0,,1,1,39,227,90,119,18,2
GEORGIA - Metropolitan Counties,Heard,20,0,,0,1,19,122,40,60,22,0
GEORGIA - Metropolitan Counties,Henry,0,0,,0,0,0,135,0,135,0,0
GEORGIA - Metropolitan Counties,Henry County Police Department,334,7,,39,120,168,4136,994,2697,445,12
GEORGIA - Metropolitan Counties,Houston,127,0,,9,11,107,1087,206,828,53,0
GEORGIA - Metropolitan Counties,Jasper,56,0,,0,2,54,166,56,98,12,0
GEORGIA - Metropolitan Counties,Jones,21,0,,1,6,14,418,130,254,34,0
GEORGIA - Metropolitan Counties,Lamar,18,1,,1,2,14,135,25,89,21,0
GEORGIA - Metropolitan Counties,Lanier,28,0,,3,0,25,122,23,91,8,
GEORGIA - Metropolitan Counties,Lee,40,0,,4,8,28,576,112,452,12,
GEORGIA - Metropolitan Counties,Liberty,99,0,,1,8,90,276,79,176,21,
GEORGIA - Metropolitan Counties,Lincoln,25,2,,2,1,20,178,31,140,7,0
GEORGIA - Metropolitan Counties,Long,7,1,,1,2,3,171,77,77,17,0
GEORGIA - Metropolitan Counties,Lowndes,91,0,,3,6,82,720,229,440,51,
GEORGIA - Metropolitan Counties,Madison,58,0,,7,8,43,436,125,270,41,5
GEORGIA - Metropolitan Counties,Marion,2,0,,0,0,2,30,17,10,3,0
GEORGIA - Metropolitan Counties,McDuffie,31,0,,4,7,20,235,103,117,15,2
GEORGIA - Metropolitan Counties,McIntosh,23,0,,4,7,12,285,83,183,19,2
GEORGIA - Metropolitan Counties,Meriwether,43,0,,2,3,38,254,72,173,9,2
GEORGIA - Metropolitan Counties,Monroe,22,0,,1,0,21,355,90,236,29,1
GEORGIA - Metropolitan Counties,Newton,364,7,,14,43,300,1412,377,862,173,
GEORGIA - Metropolitan Counties,Oconee,39,2,,0,0,37,507,84,404,19,0
GEORGIA - Metropolitan Counties,Oglethorpe,46,0,,4,3,39,293,61,214,18,0
GEORGIA - Metropolitan Counties,Paulding,185,1,,10,17,157,2230,418,1540,272,40
GEORGIA - Metropolitan Counties,Peach,26,2,,4,3,17,257,83,151,23,0
GEORGIA - Metropolitan Counties,Pickens,64,0,,5,0,59,345,77,226,42,
GEORGIA - Metropolitan Counties,Pike,12,0,,1,0,11,228,41,178,9,0
GEORGIA - Metropolitan Counties,Rockdale,171,4,,15,30,122,1628,320,1187,121,9
GEORGIA - Metropolitan Counties,Spalding,147,0,,13,18,116,1220,289,809,122,2
GEORGIA - Metropolitan Counties,Terrell,10,1,,0,1,8,69,25,42,2,0
GEORGIA - Metropolitan Counties,Walton,73,0,,8,10,55,795,171,542,82,0
GEORGIA - Metropolitan Counties,Whitfield,204,0,,27,9,168,1424,349,953,122,11
GEORGIA - Metropolitan Counties,Worth,36,0,,4,0,32,238,79,147,12,0
GEORGIA - Nonmetropolitan Counties,Baldwin,259,5,,3,12,239,638,154,453,31,2
GEORGIA - Nonmetropolitan Counties,Banks,57,0,,5,5,47,445,134,290,21,1
GEORGIA - Nonmetropolitan Counties,Ben Hill,29,1,,1,3,24,223,81,133,9,0
GEORGIA - Nonmetropolitan Counties,Berrien,14,0,,5,1,8,181,49,126,6,0
GEORGIA - Nonmetropolitan Counties,Bleckley,12,0,,0,1,11,151,34,109,8,0
GEORGIA - Nonmetropolitan Counties,Bulloch,28,1,,3,7,17,526,154,341,31,2
GEORGIA - Nonmetropolitan Counties,Calhoun,4,0,,0,0,4,9,1,7,1,0
GEORGIA - Nonmetropolitan Counties,Camden,25,0,,0,5,20,257,84,163,10,
GEORGIA - Nonmetropolitan Counties,Charlton,12,0,,0,1,11,96,38,40,18,0
GEORGIA - Nonmetropolitan Counties,Chattooga,26,0,,2,3,21,346,101,233,12,0
GEORGIA - Nonmetropolitan Counties,Clay,4,0,,0,0,4,3,1,2,0,0
GEORGIA - Nonmetropolitan Counties,Clinch,8,0,,0,0,8,56,19,30,7,1
GEORGIA - Nonmetropolitan Counties,Coffee,65,1,,7,3,54,780,190,528,62,10
GEORGIA - Nonmetropolitan Counties,Cook,12,0,,1,4,7,112,31,72,9,0
GEORGIA - Nonmetropolitan Counties,Crisp,13,0,,0,2,11,363,52,304,7,0
GEORGIA - Nonmetropolitan Counties,Decatur,48,1,,4,2,41,254,81,163,10,0
GEORGIA - Nonmetropolitan Counties,Dodge,22,0,,1,2,19,284,86,187,11,0
GEORGIA - Nonmetropolitan Counties,Dooly,6,0,,0,1,5,81,11,56,14,1
GEORGIA - Nonmetropolitan Counties,Early,15,0,,1,0,14,84,21,55,8,0
GEORGIA - Nonmetropolitan Counties,Elbert,27,0,,1,0,26,295,99,166,30,0
GEORGIA - Nonmetropolitan Counties,Emanuel,10,1,,0,0,9,260,94,149,17,0
GEORGIA - Nonmetropolitan Counties,Evans,7,0,,0,2,5,26,17,6,3,0
GEORGIA - Nonmetropolitan Counties,Fannin,19,0,,0,1,18,289,103,161,25,4
GEORGIA - Nonmetropolitan Counties,Franklin,9,1,,2,1,5,234,58,161,15,1
GEORGIA - Nonmetropolitan Counties,Gilmer,65,1,,7,3,54,349,119,209,21,0
GEORGIA - Nonmetropolitan Counties,Glascock,4,0,,0,0,4,18,8,7,3,0
GEORGIA - Nonmetropolitan Counties,Gordon,106,3,,6,5,92,711,175,480,56,0
GEORGIA - Nonmetropolitan Counties,Grady,30,0,,1,1,28,181,79,91,11,0
GEORGIA - Nonmetropolitan Counties,Greene,15,0,,0,0,15,157,27,124,6,0
GEORGIA - Nonmetropolitan Counties,Habersham,50,1,,9,5,35,348,141,186,21,0
GEORGIA - Nonmetropolitan Counties,Hancock,19,0,,0,2,17,113,28,75,10,0
GEORGIA - Nonmetropolitan Counties,Hart,51,0,,3,1,47,294,87,200,7,0
GEORGIA - Nonmetropolitan Counties,Irwin,6,0,,0,0,6,100,40,54,6,0
GEORGIA - Nonmetropolitan Counties,Jackson,105,0,,6,7,92,756,120,601,35,
GEORGIA - Nonmetropolitan Counties,Jeff Davis,25,1,,2,0,22,150,45,99,6,0
GEORGIA - Nonmetropolitan Counties,Jefferson,28,0,,3,1,24,100,49,45,6,0
GEORGIA - Nonmetropolitan Counties,Laurens,84,0,,5,2,77,504,162,297,45,1
GEORGIA - Nonmetropolitan Counties,Lumpkin,12,1,,7,3,1,443,101,321,21,3
GEORGIA - Nonmetropolitan Counties,Miller,2,0,,0,0,2,28,9,19,0,
GEORGIA - Nonmetropolitan Counties,Mitchell,36,0,,2,1,33,258,65,184,9,0
GEORGIA - Nonmetropolitan Counties,Pierce,50,2,,5,4,39,247,82,162,3,0
GEORGIA - Nonmetropolitan Counties,Polk,0,0,,0,0,0,0,0,0,0,0
GEORGIA - Nonmetropolitan Counties,Polk County Police Department,39,1,,4,5,29,590,167,340,83,
GEORGIA - Nonmetropolitan Counties,Putnam,34,0,,1,0,33,358,94,258,6,
GEORGIA - Nonmetropolitan Counties,Quitman,5,0,,0,0,5,36,15,21,0,
GEORGIA - Nonmetropolitan Counties,Rabun,14,0,,0,0,14,260,62,189,9,0
GEORGIA - Nonmetropolitan Counties,Randolph,15,0,,0,1,14,53,24,27,2,0
GEORGIA - Nonmetropolitan Counties,Schley,2,0,,1,0,1,20,6,13,1,0
GEORGIA - Nonmetropolitan Counties,Screven,13,0,,1,2,10,146,65,62,19,0
GEORGIA - Nonmetropolitan Counties,Seminole,21,0,,0,0,21,70,17,49,4,0
GEORGIA - Nonmetropolitan Counties,Stephens,35,1,,7,3,24,312,77,229,6,0
GEORGIA - Nonmetropolitan Counties,Stewart,0,0,,0,0,0,3,0,2,1,
GEORGIA - Nonmetropolitan Counties,Sumter,33,0,,6,4,23,212,60,137,15,0
GEORGIA - Nonmetropolitan Counties,Talbot,6,0,,0,0,6,67,30,31,6,0
GEORGIA - Nonmetropolitan Counties,Taliaferro,2,0,,0,1,1,30,11,17,2,0
GEORGIA - Nonmetropolitan Counties,Tattnall,29,1,,4,4,20,244,72,163,9,0
GEORGIA - Nonmetropolitan Counties,Taylor,9,0,,0,0,9,80,32,39,9,1
GEORGIA - Nonmetropolitan Counties,Thomas,63,0,,7,12,44,484,147,289,48,6
GEORGIA - Nonmetropolitan Counties,Tift,95,3,,4,13,75,711,183,500,28,0
GEORGIA - Nonmetropolitan Counties,Towns,39,1,,0,0,38,128,52,70,6,0
GEORGIA - Nonmetropolitan Counties,Treutlen,2,0,,0,0,2,54,16,33,5,
GEORGIA - Nonmetropolitan Counties,Troup,42,0,,10,7,25,665,159,455,51,0
GEORGIA - Nonmetropolitan Counties,Turner,7,0,,1,0,6,43,12,27,4,
GEORGIA - Nonmetropolitan Counties,Union,21,0,,4,1,16,243,60,160,23,0
GEORGIA - Nonmetropolitan Counties,Upson,30,0,,3,8,19,262,58,181,23,0
GEORGIA - Nonmetropolitan Counties,Ware,82,0,,4,12,66,604,143,440,21,9
GEORGIA - Nonmetropolitan Counties,Warren,10,0,,1,1,8,62,21,36,5,
GEORGIA - Nonmetropolitan Counties,Washington,14,0,,0,1,13,131,35,84,12,0
GEORGIA - Nonmetropolitan Counties,Wayne,149,1,,6,4,138,731,169,528,34,2
GEORGIA - Nonmetropolitan Counties,Webster,1,0,,0,0,1,7,3,4,0,0
GEORGIA - Nonmetropolitan Counties,White,30,0,,2,0,28,287,80,177,30,0
GEORGIA - Nonmetropolitan Counties,Wilcox,12,0,,1,0,11,61,34,27,0,0
GEORGIA - Nonmetropolitan Counties,Wilkes,30,1,,2,4,23,21,7,13,1,1
GEORGIA - Nonmetropolitan Counties,Wilkinson,13,2,,0,0,11,40,12,20,8,3
HAWAII - Metropolitan Counties,Maui Police Department,450,5,77,,68,300,5741,978,4046,717,150
HAWAII - Nonmetropolitan Counties,Hawaii Police Department,467,9,115,,69,274,4928,823,3580,525,41
HAWAII - Nonmetropolitan Counties,Kauai Police Department,169,5,45,,21,98,1492,458,968,66,31
IDAHO - Metropolitan Counties,Ada,202,1,53,,12,136,700,154,502,44,9
IDAHO - Metropolitan Counties,Bannock,5,1,0,,0,4,35,7,25,3,2
IDAHO - Metropolitan Counties,Boise,14,1,1,,0,12,63,12,46,5,0
IDAHO - Metropolitan Counties,Bonneville,151,0,11,,5,135,682,191,455,36,6
IDAHO - Metropolitan Counties,Butte,0,0,0,,0,0,3,0,3,0,0
IDAHO - Metropolitan Counties,Canyon,93,1,14,,0,78,528,212,271,45,6
IDAHO - Metropolitan Counties,Franklin,2,0,0,,0,2,49,4,42,3,0
IDAHO - Metropolitan Counties,Gem,19,0,3,,0,16,31,10,19,2,2
IDAHO - Metropolitan Counties,Jefferson,17,0,3,,0,14,117,32,81,4,0
IDAHO - Metropolitan Counties,Kootenai,103,6,19,,6,72,1174,346,769,59,11
IDAHO - Metropolitan Counties,Nez Perce,8,0,1,,1,6,108,31,72,5,0
IDAHO - Metropolitan Counties,Owyhee,18,1,1,,0,16,65,15,43,7,1
IDAHO - Nonmetropolitan Counties,Adams,4,0,0,,0,4,33,3,27,3,0
IDAHO - Nonmetropolitan Counties,Bear Lake,2,0,0,,0,2,26,12,14,0,0
IDAHO - Nonmetropolitan Counties,Benewah,18,2,1,,0,15,71,22,43,6,0
IDAHO - Nonmetropolitan Counties,Bingham,41,0,15,,0,26,203,52,111,40,2
IDAHO - Nonmetropolitan Counties,Blaine,5,0,1,,0,4,42,14,24,4,1
IDAHO - Nonmetropolitan Counties,Bonner,63,1,13,,2,47,376,150,198,28,3
IDAHO - Nonmetropolitan Counties,Boundary,6,0,2,,0,4,85,40,39,6,1
IDAHO - Nonmetropolitan Counties,Camas,0,0,0,,0,0,8,3,5,0,0
IDAHO - Nonmetropolitan Counties,Caribou,1,0,0,,0,1,11,4,4,3,0
IDAHO - Nonmetropolitan Counties,Cassia,49,0,8,,3,38,363,133,207,23,1
IDAHO - Nonmetropolitan Counties,Clark,3,0,1,,0,2,8,1,6,1,0
IDAHO - Nonmetropolitan Counties,Clearwater,14,1,0,,0,13,57,20,30,7,4
IDAHO - Nonmetropolitan Counties,Custer,2,0,1,,0,1,27,4,21,2,0
IDAHO - Nonmetropolitan Counties,Elmore,14,0,1,,1,12,58,14,39,5,0
IDAHO - Nonmetropolitan Counties,Fremont,6,0,3,,0,3,62,9,50,3,0
IDAHO - Nonmetropolitan Counties,Gooding,12,0,1,,0,11,64,23,32,9,0
IDAHO - Nonmetropolitan Counties,Idaho,24,0,5,,0,19,99,41,52,6,0
IDAHO - Nonmetropolitan Counties,Jerome,31,0,2,,0,29,116,56,48,12,2
IDAHO - Nonmetropolitan Counties,Latah,32,0,5,,0,27,163,66,90,7,1
IDAHO - Nonmetropolitan Counties,Lemhi,7,1,0,,1,5,31,17,10,4,0
IDAHO - Nonmetropolitan Counties,Lewis,2,0,0,,0,2,16,3,12,1,0
IDAHO - Nonmetropolitan Counties,Lincoln,2,0,0,,0,2,2,0,2,0,0
IDAHO - Nonmetropolitan Counties,Madison,15,0,9,,0,6,85,40,39,6,1
IDAHO - Nonmetropolitan Counties,Minidoka,18,0,3,,0,15,141,34,93,14,0
IDAHO - Nonmetropolitan Counties,Oneida,5,0,1,,0,4,34,14,18,2,0
IDAHO - Nonmetropolitan Counties,Payette,13,0,3,,0,10,77,21,50,6,1
IDAHO - Nonmetropolitan Counties,Power,0,0,0,,0,0,28,5,18,5,2
IDAHO - Nonmetropolitan Counties,Shoshone,47,0,4,,2,41,158,49,90,19,0
IDAHO - Nonmetropolitan Counties,Teton,6,1,0,,0,5,74,14,53,7,0
IDAHO - Nonmetropolitan Counties,Twin Falls,34,0,4,,2,28,236,120,86,30,1
IDAHO - Nonmetropolitan Counties,Valley,11,0,4,,0,7,67,19,47,1,0
IDAHO - Nonmetropolitan Counties,Washington,8,0,7,,0,1,46,13,33,0,0
ILLINOIS - Metropolitan Counties,Alexander,9,0,0,,0,9,39,11,24,4,1
ILLINOIS - Metropolitan Counties,Bond,0,0,0,,0,0,63,24,38,1,0
ILLINOIS - Metropolitan Counties,Boone,28,0,12,,2,14,167,25,135,7,3
ILLINOIS - Metropolitan Counties,Champaign,110,3,21,,12,74,655,202,419,34,7
ILLINOIS - Metropolitan Counties,Clinton,9,0,1,,0,8,64,11,50,3,0
ILLINOIS - Metropolitan Counties,Cook,167,7,29,,22,109,689,162,447,80,16
ILLINOIS - Metropolitan Counties,De Kalb,34,2,11,,3,18,148,25,118,5,2
ILLINOIS - Metropolitan Counties,De Witt,9,0,5,,1,3,25,10,15,0,1
ILLINOIS - Metropolitan Counties,DuPage,73,1,8,,20,44,764,140,586,38,0
ILLINOIS - Metropolitan Counties,Ford,19,0,6,,2,11,84,25,50,9,5
ILLINOIS - Metropolitan Counties,Grundy,11,0,5,,0,6,146,38,99,9,1
ILLINOIS - Metropolitan Counties,Henry,4,0,0,,2,2,46,14,31,1,0
ILLINOIS - Metropolitan Counties,Jackson,21,0,1,,0,20,242,79,152,11,1
ILLINOIS - Metropolitan Counties,Jersey,11,0,6,,0,5,107,45,59,3,0
ILLINOIS - Metropolitan Counties,Kane,80,0,15,,5,60,511,135,349,27,5
ILLINOIS - Metropolitan Counties,Kankakee,45,5,1,,6,33,366,158,185,23,17
ILLINOIS - Metropolitan Counties,Kendall,36,0,8,,4,24,222,71,140,11,4
ILLINOIS - Metropolitan Counties,Lake,90,0,20,,18,52,1055,270,733,52,7
ILLINOIS - Metropolitan Counties,Macon,28,0,5,,4,19,217,48,167,2,1
ILLINOIS - Metropolitan Counties,Macoupin,10,1,0,,0,9,150,30,113,7,0
ILLINOIS - Metropolitan Counties,Madison,119,0,17,,16,86,1023,239,731,53,6
ILLINOIS - Metropolitan Counties,Marshall,7,0,3,,0,4,41,21,16,4,0
ILLINOIS - Metropolitan Counties,McHenry,74,0,17,,2,55,275,53,208,14,0
ILLINOIS - Metropolitan Counties,McLean,20,2,5,,0,13,99,34,58,7,0
ILLINOIS - Metropolitan Counties,Menard,4,0,2,,1,1,31,8,23,0,0
ILLINOIS - Metropolitan Counties,Mercer,15,0,2,,1,12,64,29,32,3,1
ILLINOIS - Metropolitan Counties,Monroe,3,0,1,,0,2,42,13,28,1,0
ILLINOIS - Metropolitan Counties,Peoria,101,0,15,,15,71,833,166,615,52,15
ILLINOIS - Metropolitan Counties,Piatt,22,0,1,,0,21,105,31,69,5,1
ILLINOIS - Metropolitan Counties,Rock Island,41,0,6,,4,31,304,64,239,1,3
ILLINOIS - Metropolitan Counties,Sangamon,151,1,36,,17,97,602,211,343,48,7
ILLINOIS - Metropolitan Counties,Stark,0,0,0,,0,0,41,10,28,3,0
ILLINOIS - Metropolitan Counties,St. Clair,99,2,20,,24,53,632,356,238,38,6
ILLINOIS - Metropolitan Counties,Tazewell,40,0,15,,0,25,171,55,114,2,1
ILLINOIS - Metropolitan Counties,Vermilion,81,0,22,,7,52,448,130,297,21,1
ILLINOIS - Metropolitan Counties,Will,128,5,19,,25,79,896,309,513,74,14
ILLINOIS - Metropolitan Counties,Williamson,9,0,4,,0,5,297,87,195,15,1
ILLINOIS - Metropolitan Counties,Winnebago,134,3,34,,20,77,874,285,530,59,7
ILLINOIS - Metropolitan Counties,Woodford,4,0,2,,0,2,106,26,72,8,2
ILLINOIS - Nonmetropolitan Counties,Adams,26,1,12,,0,13,169,55,108,6,0
ILLINOIS - Nonmetropolitan Counties,Brown,10,0,0,,0,10,14,1,13,0,0
ILLINOIS - Nonmetropolitan Counties,Bureau,25,0,2,,1,22,130,56,71,3,1
ILLINOIS - Nonmetropolitan Counties,Carroll,0,0,0,,0,0,62,16,46,0,0
ILLINOIS - Nonmetropolitan Counties,Cass,4,0,0,,0,4,6,1,4,1,0
ILLINOIS - Nonmetropolitan Counties,Clark,5,1,0,,0,4,39,11,23,5,1
ILLINOIS - Nonmetropolitan Counties,Clay,6,0,0,,1,5,54,23,30,1,0
ILLINOIS - Nonmetropolitan Counties,Coles,25,0,2,,2,21,93,33,54,6,1
ILLINOIS - Nonmetropolitan Counties,Crawford,4,0,0,,0,4,45,18,25,2,2
ILLINOIS - Nonmetropolitan Counties,Cumberland,3,0,1,,0,2,22,9,12,1,0
ILLINOIS - Nonmetropolitan Counties,Douglas,4,0,0,,0,4,29,7,20,2,0
ILLINOIS - Nonmetropolitan Counties,Effingham,18,0,2,,1,15,161,48,106,7,2
ILLINOIS - Nonmetropolitan Counties,Fayette,8,0,4,,0,4,88,20,63,5,1
ILLINOIS - Nonmetropolitan Counties,Franklin,30,0,0,,0,30,262,93,167,2,0
ILLINOIS - Nonmetropolitan Counties,Fulton,14,1,2,,3,8,102,40,57,5,1
ILLINOIS - Nonmetropolitan Counties,Gallatin,4,0,0,,0,4,26,5,20,1,0
ILLINOIS - Nonmetropolitan Counties,Greene,4,0,1,,0,3,32,13,19,0,2
ILLINOIS - Nonmetropolitan Counties,Hamilton,4,0,0,,0,4,29,7,19,3,1
ILLINOIS - Nonmetropolitan Counties,Hancock,7,0,1,,1,5,102,39,59,4,0
ILLINOIS - Nonmetropolitan Counties,Hardin,6,0,0,,0,6,36,6,25,5,0
ILLINOIS - Nonmetropolitan Counties,Iroquois,18,1,4,,1,12,167,67,87,13,3
ILLINOIS - Nonmetropolitan Counties,Jefferson,42,0,5,,0,37,211,83,117,11,2
ILLINOIS - Nonmetropolitan Counties,Jo Daviess,5,0,2,,0,3,74,25,40,9,1
ILLINOIS - Nonmetropolitan Counties,Johnson,34,0,0,,0,34,68,16,48,4,0
ILLINOIS - Nonmetropolitan Counties,Knox,38,0,3,,3,32,150,50,96,4,0
ILLINOIS - Nonmetropolitan Counties,La Salle,41,0,18,,5,18,302,101,188,13,0
ILLINOIS - Nonmetropolitan Counties,Lee,42,1,0,,0,41,130,60,62,8,2
ILLINOIS - Nonmetropolitan Counties,Livingston,22,0,12,,4,6,180,46,129,5,1
ILLINOIS - Nonmetropolitan Counties,Logan,7,0,1,,0,6,58,28,23,7,0
ILLINOIS - Nonmetropolitan Counties,Marion,22,0,5,,0,17,86,47,35,4,0
ILLINOIS - Nonmetropolitan Counties,Mason,16,0,6,,1,9,76,23,47,6,3
ILLINOIS - Nonmetropolitan Counties,Massac,9,1,1,,1,6,54,20,32,2,2
ILLINOIS - Nonmetropolitan Counties,McDonough,5,0,0,,0,5,45,12,33,0,0
ILLINOIS - Nonmetropolitan Counties,Montgomery,1,0,0,,1,0,122,42,80,0,1
ILLINOIS - Nonmetropolitan Counties,Morgan,19,0,5,,2,12,106,39,62,5,1
ILLINOIS - Nonmetropolitan Counties,Ogle,13,0,3,,2,8,181,27,147,7,0
ILLINOIS - Nonmetropolitan Counties,Perry,10,0,1,,0,9,51,12,34,5,0
ILLINOIS - Nonmetropolitan Counties,Pike,6,0,4,,0,2,81,31,49,1,0
ILLINOIS - Nonmetropolitan Counties,Putnam,1,0,0,,0,1,14,6,7,1,0
ILLINOIS - Nonmetropolitan Counties,Randolph,0,0,0,,0,0,27,15,10,2,0
ILLINOIS - Nonmetropolitan Counties,Richland,13,0,1,,0,12,67,30,28,9,1
ILLINOIS - Nonmetropolitan Counties,Schuyler,6,0,0,,0,6,2,1,1,0,0
ILLINOIS - Nonmetropolitan Counties,Scott,0,0,0,,0,0,25,11,14,0,0
ILLINOIS - Nonmetropolitan Counties,Stephenson,9,0,5,,1,3,163,47,104,12,7
ILLINOIS - Nonmetropolitan Counties,Union,24,0,15,,0,9,84,25,56,3,0
ILLINOIS - Nonmetropolitan Counties,Wabash,0,0,0,,0,0,17,5,10,2,0
ILLINOIS - Nonmetropolitan Counties,Warren,9,0,1,,0,8,68,22,46,0,0
ILLINOIS - Nonmetropolitan Counties,Washington,18,0,0,,0,18,44,12,29,3,0
ILLINOIS - Nonmetropolitan Counties,White,21,0,0,,0,21,149,50,94,5,1
ILLINOIS - Nonmetropolitan Counties,Whiteside,28,0,5,,0,23,70,15,53,2,0
INDIANA - Metropolitan Counties,Allen,156,4,,20,30,102,866,225,603,38,0
INDIANA - Metropolitan Counties,Bartholemew,32,0,,6,3,23,508,141,303,64,0
INDIANA - Metropolitan Counties,Brown,45,0,,1,1,43,232,38,171,23,1
INDIANA - Metropolitan Counties,Clark,99,0,,7,2,90,546,200,295,51,
INDIANA - Metropolitan Counties,Delaware,43,3,,2,2,36,417,149,232,36,2
INDIANA - Metropolitan Counties,Floyd,33,1,,3,7,22,389,80,274,35,
INDIANA - Metropolitan Counties,Howard,72,1,,4,7,60,277,108,149,20,0
INDIANA - Metropolitan Counties,La Porte,29,0,,5,4,20,525,238,257,30,
INDIANA - Metropolitan Counties,Lake,62,4,5,,36,17,639,104,453,82,1
INDIANA - Metropolitan Counties,Madison,46,1,29,,8,8,467,104,334,29,0
INDIANA - Metropolitan Counties,Shelby,36,1,2,,0,33,200,72,104,24,0
INDIANA - Metropolitan Counties,St. Joseph,148,1,28,,27,92,1162,375,695,92,3
INDIANA - Metropolitan Counties,Sullivan,6,0,,0,1,5,174,44,105,25,
INDIANA - Metropolitan Counties,Tippecanoe,45,0,,8,6,31,571,181,355,35,
INDIANA - Metropolitan Counties,Vanderburgh,55,0,9,,9,37,627,113,482,32,2
INDIANA - Metropolitan Counties,Wells,1,0,0,,0,1,123,40,80,3,
INDIANA - Nonmetropolitan Counties,Blackford,1,0,,0,0,1,30,7,22,1,0
INDIANA - Nonmetropolitan Counties,Clinton,14,0,,6,6,2,208,44,148,16,0
INDIANA - Nonmetropolitan Counties,Crawford,21,0,,1,0,20,105,92,0,13,0
INDIANA - Nonmetropolitan Counties,Daviess,0,0,0,,0,0,109,31,64,14,
INDIANA - Nonmetropolitan Counties,De Kalb,7,0,4,,0,3,195,54,124,17,
INDIANA - Nonmetropolitan Counties,Franklin,2,0,,0,1,1,145,64,74,7,
